Row,Col,Value
44,1,1.0
44,6,1.0
44,11,1.0
44,13,1.0
44,17,1.0
44,23,1.0
44,30,1.0
44,40,1.0
44,42,1.0
45,45,1.0
45,1,1.0
45,2,1.0
45,4,1.0
45,7,1.0
45,10,1.0
45,11,1.0
45,16,1.0
45,20,1.0
45,27,1.0
45,39,1.0
46,46,1.0
46,9,1.0
46,12,1.0
46,14,1.0
46,18,1.0
46,24,1.0
46,36,1.0
46,37,1.0
46,38,1.0
46,40,1.0
46,42,1.0
46,45,1.0
47,47,1.0
47,0,1.0
47,4,1.0
47,6,1.0
47,10,1.0
47,16,1.0
47,24,1.0
47,25,1.0
47,27,1.0
47,31,1.0
47,39,1.0
48,48,1.0
48,5,1.0
48,9,1.0
48,10,1.0
48,15,1.0
48,17,1.0
48,28,1.0
48,30,1.0
48,31,1.0
48,37,1.0
48,43,1.0
49,49,1.0
49,3,1.0
49,4,1.0
49,7,1.0
49,11,1.0
49,12,1.0
49,17,1.0
49,19,1.0
49,24,1.0
49,32,1.0
49,34,1.0
49,40,1.0
49,41,1.0
50,50,1.0
50,1,1.0
50,5,1.0
50,12,1.0
50,16,1.0
50,26,1.0
50,39,1.0
50,40,1.0
50,41,1.0
50,42,1.0
50,49,1.0
51,51,1.0
51,4,1.0
51,23,1.0
51,26,1.0
51,28,1.0
51,29,1.0
51,33,1.0
51,37,1.0
51,38,1.0
51,40,1.0
51,44,1.0
51,45,1.0
51,47,1.0
52,52,1.0
52,10,1.0
52,16,1.0
52,22,1.0
52,23,1.0
52,24,1.0
52,40,1.0
52,49,1.0
53,53,1.0
53,3,1.0
53,8,1.0
53,9,1.0
53,11,1.0
53,16,1.0
53,20,1.0
53,24,1.0
53,26,1.0
53,28,1.0
53,33,1.0
53,43,1.0
53,48,1.0
54,54,1.0
54,0,1.0
54,11,1.0
54,13,1.0
54,16,1.0
54,33,1.0
54,40,1.0
54,42,1.0
54,43,1.0
54,48,1.0
54,51,1.0
55,55,1.0
55,12,1.0
55,25,1.0
55,31,1.0
55,32,1.0
55,33,1.0
55,34,1.0
55,36,1.0
55,46,1.0
55,48,1.0
55,49,1.0
55,52,1.0
56,56,1.0
56,1,1.0
56,2,1.0
56,13,1.0
56,20,1.0
56,22,1.0
56,23,1.0
56,29,1.0
56,35,1.0
56,37,1.0
56,45,1.0
56,47,1.0
56,48,1.0
56,49,1.0
56,52,1.0
56,54,1.0
57,57,1.0
57,1,1.0
57,3,1.0
57,8,1.0
57,11,1.0
57,12,1.0
57,13,1.0
57,14,1.0
57,20,1.0
57,25,1.0
57,34,1.0
57,41,1.0
57,42,1.0
57,44,1.0
57,46,1.0
57,52,1.0
57,54,1.0
58,58,1.0
58,0,1.0
58,8,1.0
58,13,1.0
58,16,1.0
58,19,1.0
58,21,1.0
58,40,1.0
58,45,1.0
58,54,1.0
59,59,1.0
59,3,1.0
59,11,1.0
59,24,1.0
59,43,1.0
59,44,1.0
59,46,1.0
59,48,1.0
59,57,1.0
60,60,1.0
60,3,1.0
60,9,1.0
60,24,1.0
60,31,1.0
60,33,1.0
60,35,1.0
60,37,1.0
60,44,1.0
60,49,1.0
60,58,1.0
61,61,1.0
61,5,1.0
61,15,1.0
61,23,1.0
61,27,1.0
61,30,1.0
61,31,1.0
61,33,1.0
61,40,1.0
61,44,1.0
61,45,1.0
61,47,1.0
61,48,1.0
61,52,1.0
61,55,1.0
61,57,1.0
62,62,1.0
62,0,1.0
62,7,1.0
62,8,1.0
62,12,1.0
62,13,1.0
62,14,1.0
62,17,1.0
62,18,1.0
62,24,1.0
62,33,1.0
62,42,1.0
62,43,1.0
62,44,1.0
62,53,1.0
62,58,1.0
63,63,1.0
63,5,1.0
63,8,1.0
63,15,1.0
63,24,1.0
63,27,1.0
63,39,1.0
63,44,1.0
63,49,1.0
63,52,1.0
63,54,1.0
63,57,1.0
63,58,1.0
63,60,1.0
64,64,1.0
64,1,1.0
64,2,1.0
64,10,1.0
64,13,1.0
64,14,1.0
64,20,1.0
64,25,1.0
64,28,1.0
64,30,1.0
64,31,1.0
64,32,1.0
64,35,1.0
64,41,1.0
64,42,1.0
64,44,1.0
64,45,1.0
65,65,1.0
65,2,1.0
65,5,1.0
65,6,1.0
65,10,1.0
65,34,1.0
65,38,1.0
65,45,1.0
65,47,1.0
65,50,1.0
65,51,1.0
65,53,1.0
65,54,1.0
65,58,1.0
66,66,1.0
66,1,1.0
66,15,1.0
66,20,1.0
66,22,1.0
66,37,1.0
66,41,1.0
66,52,1.0
66,56,1.0
66,63,1.0
67,67,1.0
67,0,1.0
67,1,1.0
67,3,1.0
67,5,1.0
67,13,1.0
67,16,1.0
67,27,1.0
67,36,1.0
67,37,1.0
67,43,1.0
67,60,1.0
68,68,1.0
68,5,1.0
68,11,1.0
68,13,1.0
68,17,1.0
68,18,1.0
68,31,1.0
68,34,1.0
68,35,1.0
68,38,1.0
68,41,1.0
68,44,1.0
68,45,1.0
68,48,1.0
68,53,1.0
68,59,1.0
69,69,1.0
69,2,1.0
69,11,1.0
69,13,1.0
69,22,1.0
69,27,1.0
69,34,1.0
69,36,1.0
69,40,1.0
69,44,1.0
69,49,1.0
69,53,1.0
70,70,1.0
70,3,1.0
70,13,1.0
70,19,1.0
70,22,1.0
70,31,1.0
70,33,1.0
70,36,1.0
70,38,1.0
70,45,1.0
70,47,1.0
70,48,1.0
70,49,1.0
70,64,1.0
70,66,1.0
70,67,1.0
71,71,1.0
71,1,1.0
71,6,1.0
71,9,1.0
71,15,1.0
71,18,1.0
71,20,1.0
71,29,1.0
71,32,1.0
71,43,1.0
71,48,1.0
71,50,1.0
71,59,1.0
71,70,1.0
72,72,1.0
72,4,1.0
72,6,1.0
72,7,1.0
72,13,1.0
72,17,1.0
72,20,1.0
72,23,1.0
72,33,1.0
72,35,1.0
72,37,1.0
72,42,1.0
72,43,1.0
72,47,1.0
72,56,1.0
72,59,1.0
72,65,1.0
72,66,1.0
73,73,1.0
73,7,1.0
73,14,1.0
73,17,1.0
73,21,1.0
73,32,1.0
73,34,1.0
73,38,1.0
73,42,1.0
73,54,1.0
73,65,1.0
74,74,1.0
74,9,1.0
74,21,1.0
74,24,1.0
74,26,1.0
74,30,1.0
74,32,1.0
74,33,1.0
74,41,1.0
74,43,1.0
74,44,1.0
74,50,1.0
74,52,1.0
74,54,1.0
74,65,1.0
74,68,1.0
74,71,1.0
75,75,1.0
75,0,1.0
75,14,1.0
75,17,1.0
75,19,1.0
75,23,1.0
75,24,1.0
75,32,1.0
75,37,1.0
75,41,1.0
75,44,1.0
75,46,1.0
75,60,1.0
75,61,1.0
75,63,1.0
75,67,1.0
75,74,1.0
76,76,1.0
76,1,1.0
76,2,1.0
76,5,1.0
76,12,1.0
76,17,1.0
76,19,1.0
76,21,1.0
76,24,1.0
76,32,1.0
76,33,1.0
76,35,1.0
76,45,1.0
76,47,1.0
76,48,1.0
76,54,1.0
76,68,1.0
76,73,1.0
76,74,1.0
77,77,1.0
77,1,1.0
77,4,1.0
77,6,1.0
77,8,1.0
77,9,1.0
77,12,1.0
77,15,1.0
77,21,1.0
77,23,1.0
77,25,1.0
77,27,1.0
77,31,1.0
77,41,1.0
77,46,1.0
77,50,1.0
77,54,1.0
77,57,1.0
77,65,1.0
77,67,1.0
77,72,1.0
78,78,1.0
78,0,1.0
78,2,1.0
78,4,1.0
78,5,1.0
78,10,1.0
78,12,1.0
78,21,1.0
78,23,1.0
78,32,1.0
78,44,1.0
78,49,1.0
78,53,1.0
78,62,1.0
78,65,1.0
78,68,1.0
79,79,1.0
79,0,1.0
79,9,1.0
79,10,1.0
79,12,1.0
79,20,1.0
79,24,1.0
79,33,1.0
79,36,1.0
79,40,1.0
79,42,1.0
79,47,1.0
79,53,1.0
79,55,1.0
79,59,1.0
79,60,1.0
79,62,1.0
79,73,1.0
80,80,1.0
80,5,1.0
80,6,1.0
80,14,1.0
80,16,1.0
80,23,1.0
80,26,1.0
80,30,1.0
80,32,1.0
80,35,1.0
80,41,1.0
80,42,1.0
80,53,1.0
80,56,1.0
80,57,1.0
80,59,1.0
80,64,1.0
80,65,1.0
80,66,1.0
80,69,1.0
80,73,1.0
80,79,1.0
81,81,1.0
81,0,1.0
81,8,1.0
81,12,1.0
81,15,1.0
81,16,1.0
81,32,1.0
81,37,1.0
81,39,1.0
81,43,1.0
81,45,1.0
81,59,1.0
81,72,1.0
81,73,1.0
81,76,1.0
81,77,1.0
82,82,1.0
82,6,1.0
82,7,1.0
82,12,1.0
82,25,1.0
82,28,1.0
82,31,1.0
82,33,1.0
82,52,1.0
82,58,1.0
82,60,1.0
82,61,1.0
82,68,1.0
82,73,1.0
82,75,1.0
82,77,1.0
82,81,1.0
83,83,1.0
83,3,1.0
83,9,1.0
83,10,1.0
83,13,1.0
83,17,1.0
83,24,1.0
83,27,1.0
83,29,1.0
83,42,1.0
83,43,1.0
83,61,1.0
83,62,1.0
83,64,1.0
83,69,1.0
83,71,1.0
83,73,1.0
83,75,1.0
83,81,1.0
84,84,1.0
84,0,1.0
84,10,1.0
84,13,1.0
84,14,1.0
84,20,1.0
84,24,1.0
84,31,1.0
84,33,1.0
84,37,1.0
84,38,1.0
84,45,1.0
84,56,1.0
84,57,1.0
84,77,1.0
84,79,1.0
85,85,1.0
85,9,1.0
85,11,1.0
85,26,1.0
85,39,1.0
85,44,1.0
85,54,1.0
85,55,1.0
85,58,1.0
85,62,1.0
85,68,1.0
85,69,1.0
85,78,1.0
86,86,1.0
86,0,1.0
86,2,1.0
86,4,1.0
86,9,1.0
86,14,1.0
86,17,1.0
86,20,1.0
86,33,1.0
86,38,1.0
86,41,1.0
86,61,1.0
86,65,1.0
86,67,1.0
86,68,1.0
86,70,1.0
86,75,1.0
86,80,1.0
86,82,1.0
86,83,1.0
86,84,1.0
87,87,1.0
87,1,1.0
87,3,1.0
87,10,1.0
87,20,1.0
87,35,1.0
87,36,1.0
87,41,1.0
87,42,1.0
87,46,1.0
87,54,1.0
87,60,1.0
87,63,1.0
87,68,1.0
87,72,1.0
87,73,1.0
87,76,1.0
87,86,1.0
88,88,1.0
88,1,1.0
88,8,1.0
88,9,1.0
88,15,1.0
88,20,1.0
88,23,1.0
88,33,1.0
88,35,1.0
88,36,1.0
88,37,1.0
88,46,1.0
88,56,1.0
88,60,1.0
89,89,1.0
89,9,1.0
89,13,1.0
89,14,1.0
89,15,1.0
89,17,1.0
89,30,1.0
89,40,1.0
89,62,1.0
89,64,1.0
89,73,1.0
89,74,1.0
89,85,1.0
90,90,1.0
90,0,1.0
90,7,1.0
90,14,1.0
90,16,1.0
90,20,1.0
90,22,1.0
90,34,1.0
90,37,1.0
90,39,1.0
90,40,1.0
90,42,1.0
90,43,1.0
90,44,1.0
90,49,1.0
90,50,1.0
90,59,1.0
90,65,1.0
90,68,1.0
90,71,1.0
90,72,1.0
90,75,1.0
90,78,1.0
91,91,1.0
91,14,1.0
91,19,1.0
91,23,1.0
91,29,1.0
91,30,1.0
91,35,1.0
91,42,1.0
91,45,1.0
91,48,1.0
91,50,1.0
91,55,1.0
91,61,1.0
91,69,1.0
91,70,1.0
91,73,1.0
92,92,1.0
92,4,1.0
92,5,1.0
92,8,1.0
92,14,1.0
92,18,1.0
92,22,1.0
92,23,1.0
92,30,1.0
92,33,1.0
92,36,1.0
92,40,1.0
92,42,1.0
92,45,1.0
92,49,1.0
92,52,1.0
92,61,1.0
92,68,1.0
92,69,1.0
92,86,1.0
92,90,1.0
93,93,1.0
93,1,1.0
93,4,1.0
93,12,1.0
93,18,1.0
93,22,1.0
93,30,1.0
93,31,1.0
93,33,1.0
93,38,1.0
93,49,1.0
93,61,1.0
93,69,1.0
93,77,1.0
93,79,1.0
93,88,1.0
93,89,1.0
94,94,1.0
94,3,1.0
94,12,1.0
94,20,1.0
94,28,1.0
94,29,1.0
94,36,1.0
94,38,1.0
94,41,1.0
94,43,1.0
94,65,1.0
94,70,1.0
94,72,1.0
94,75,1.0
94,82,1.0
94,86,1.0
94,87,1.0
94,90,1.0
94,92,1.0
95,95,1.0
95,4,1.0
95,6,1.0
95,10,1.0
95,19,1.0
95,29,1.0
95,32,1.0
95,34,1.0
95,38,1.0
95,46,1.0
95,63,1.0
95,66,1.0
95,70,1.0
95,80,1.0
95,83,1.0
95,84,1.0
95,86,1.0
95,88,1.0
95,94,1.0
96,96,1.0
96,7,1.0
96,14,1.0
96,15,1.0
96,25,1.0
96,26,1.0
96,32,1.0
96,36,1.0
96,39,1.0
96,43,1.0
96,54,1.0
96,55,1.0
96,59,1.0
96,67,1.0
96,69,1.0
96,77,1.0
96,78,1.0
96,79,1.0
96,81,1.0
96,85,1.0
96,88,1.0
97,97,1.0
97,17,1.0
97,22,1.0
97,33,1.0
97,47,1.0
97,48,1.0
97,52,1.0
97,75,1.0
97,78,1.0
97,81,1.0
97,86,1.0
97,95,1.0
98,98,1.0
98,11,1.0
98,20,1.0
98,23,1.0
98,30,1.0
98,34,1.0
98,38,1.0
98,40,1.0
98,42,1.0
98,48,1.0
98,55,1.0
98,57,1.0
98,59,1.0
98,66,1.0
98,71,1.0
98,79,1.0
98,94,1.0
99,99,1.0
99,3,1.0
99,6,1.0
99,7,1.0
99,11,1.0
99,13,1.0
99,21,1.0
99,30,1.0
99,32,1.0
99,36,1.0
99,45,1.0
99,46,1.0
99,48,1.0
99,53,1.0
99,54,1.0
99,75,1.0
99,84,1.0
99,87,1.0
99,92,1.0
99,98,1.0
